tweet,label
"Pertengahan agustus kemarin, berangkat naik bengawan cepet. Pulang naik serayu lama bgt tp alhamdulillah gak dengkul ketemu dengkul krna physical distancing wkwk  pic.twitter.com/T3tXLx2QES",1
"Sebenernya yang penting pake masker dan jangan rame-rame banget dah. Tapi emang sih scrutinizing banget, gw aja yang nongkrong bareng temen w dan BENERAN physical distancing (bc I'm a paranoid bitch) gak gw pos-pos amat wkwk",1
"ngerti gasih kalo ada ❌ di tmpt duduk berarti jgn didudukin, kalo di lantai brarti jgn diri disitu. PHYSICAL DISTANCING BITCH I NEED MY OWN SPACE?",1
"muup, physical distancing kak 🙂",1
Okai je naik bas. Physical distancing jaga. And bawak sanitizer,1
Sebulu - Patroli Polsek Sebulu memberikan himbauan tentang pembatasan sosial physical distancing dalam rangka percepatan penanganan covid-19 di wilayah hukum Polsek Sebulu (05/09/2020)  https://www.instagram.com/p/CExp4_1Mc7R/?igshid=9r54bykbn9mk …,1
"Siapa yang benar-benar mencintaimu, tidak akan pernah meninggalkanmu.
Kamu akan bisa tetap hadir dalam doanya walau sudah lama tidak berjumpa.

Stay safe, masih physical distancing ya semua 😘",1
"Ayo Pakai Masker, Mencuci Tangan Dan Jaga Jarak Cegah Penyebaran Covid-19.

#stopcovid19
#Polricegahviruscorona
#polisipeduli
#bersamacegahcovid19
#AdaptasiKebiasaanBaru
#GunakanMaskerTertibDiJalan
#PhysicalDistancing  pic.twitter.com/hhf6sZRruY",1
"Ayo Jangan Lupa Memakai Masker, Mencuci Tangan, Menjaga Jarak untuk Memutus Mata Rantai Covid - 19.

#stopcovid19
#Polricegahviruscorona
#polisipeduli
#bersamacegahcovid19
#AdaptasiKebiasaanBaru
#GunakanMaskerTertibDiJalan
#PhysicalDistancing  pic.twitter.com/YUAMBjLC6V",1
"Ternyata Social/Physical Distancing > Using Mask only. Untuk memutus rantai penularan ya, bukan untuk tidak tekena sakit.

Beberapa negara yang sukses, ""they didn’t just manage to flatten the curve; it virtually eliminated it.""

Memang negaranya rata2 berpenduduk kecil. Tapi..",1
Nongkrong nih ya tp ga physical distancing ni hihi,0
"#RekanCommuters Kami imbau tetap melakukan Physical Distancing di area peron maupun di dalam KRL, demi memutus rantai penyebaran Covid 19 & sempatkan cuci tangan sebelum dan sesudah naik KRL.

#CovidSafeBUMN
#BUMNUntukIndonesia pic.twitter.com/hXi2okVd1m",1
"#RekanCommuters Mari tetap cegah penyebaran virus corona dengan tetap menerapkan physical distancing/jaga jarak antar sesama di stasiun dan di dalam KRL.

#CovidSafeBUMN
#BUMNUntukIndonesia
#PhysicalDistancing  pic.twitter.com/ZwA2EGcsoa",1
Pada hari Sabtu tanggal 5 September 2020 anggota Polsek Senduro melaksanakan giat himbauan Physicaldistancing dan juga pemakaian masker giat tersebut bertujuan untuk mencegah penyebaran virus corona/covid 19  pic.twitter.com/N35tHs1JjC,1
#RekanCommuters Pantauan saat ini di St. Depok pkl. 04.17 WIB flow penumpang terpantau lancar. Kami imbau untuk senantiasa mengikuti arahan petugas di lapangan & mematuhi marka Physical Distancing yang tersedia serta mengatur kembali waktu perjalanan.  pic.twitter.com/Ylhza6nV55,1
#RekanCommuters Pantauan saat ini di St. Citayam pkl. 04.17 WIB flow penumpang terpantau lancar. Kami imbau untuk senantiasa mengikuti arahan petugas di lapangan & mematuhi marka Physical Distancing yang tersedia serta mengatur kembali waktu perjalanan.  pic.twitter.com/hPrseRFzZx,1
#RekanCommuters Pantauan saat ini di St. Bojong Gede pkl. 04.17 WIB flow penumpang terpantau lancar. Kami imbau untuk senantiasa mengikuti arahan petugas di lapangan & mematuhi marka Physical Distancing yang tersedia serta mengatur kembali waktu perjalanan.  pic.twitter.com/z5uwLkoOMg,1
#RekanCommuters Pantauan saat ini di St. Cilebut pkl. 04.17 WIB flow penumpang terpantau lancar. Kami imbau untuk senantiasa mengikuti arahan petugas di lapangan & mematuhi marka Physical Distancing yang tersedia serta mengatur kembali waktu perjalanan.  pic.twitter.com/LBJASjIVhG,1
#RekanCommuters Pantauan saat ini di St. Bogor pkl. 04.17 WIB flow penumpang terpantau lancar. Kami imbau untuk senantiasa mengikuti arahan petugas di lapangan & mematuhi marka Physical Distancing yang tersedia serta mengatur kembali waktu perjalanan.  pic.twitter.com/SOrfV9c8Wt,1
"gak bole a, kan harus physical distancing",1
"Wah tengkyuuu, semoga ya. 
Di era revolusi industri 4.0 kita dimudahkan dengan berbagai sarana digital. Terlebih dengan adanya kebijakan physical distancing dalam konteks Covid-19, sehingga semuanya dilaksanakan secara daring.",1
"ga chat dulu kl mau ke rumah e dateng2 tiduran dan bilang "" gaono jajan a din"" masyaallah rasane wes koyok omahq , sepurane fren fren ku seng tak tekani😔 dan sungkan rek teko2 ono wongtuone bingung te salim opo gak soale yo alasan physical distancing 😔  https://twitter.com/pramestiadika/status/1302102423901597696 …",-1
yg malu tuh kalo lu udah koar2 hrs stay at home tp bsk2annya lo melanggar peraturan social/physical distancing.,0
"Iya jauh, physical distancing soalnya.",1
"pdhl bioskop masi bisa diatur supaya ttp physical distancing, lah disitu bisa berjarak???",1
Mau lihat yang alam-alam terus karena ramenya ampun-ampunan ngeri gaada physical distancing malah jadi ayam-ayam,0
Ada physical distancing ke tak yah?,0
hayooo polisine menjauhi kerumunan to yoo. physical distancing coro inggrise. ndak keno covid.,1
Pendisiplinan Marka Physical Distancing Di Samarinda  http://dlvr.it/Rg2hn8  pic.twitter.com/qZIlivc8Ql,-1
positive thinking aja staffnya lagi physical distancing makanya gamau deketdeket dulu sm org indo,1
Selamat malam. Mohon maaf atas ketidaknyamanannya. Dapat kami sampaikan utk menjaga physical distancing di area gate dan peron serta mencegah kepadatan di dalam KRL petugas kami melakukan pembatasan penumpang di Stasiun sebagai upaya mendukung Physical Distancing di dalam KRL. |1,1
physical distancing kak,1
vaksin adalah pencegahan tapi untuk memutuskan rantai penularan tetaplah using ur mask and physical distancing 😷,1
"Kita hidup di masyarakat di mana orang-orangnya ngetweet berkeluh kesah terhadap masyarakatnya yang tidak disiplin menerapkan physical distancing tapi diem2 juga suka nongki di tempat umum kalo lagi pengen, tentu tanpa menerapkan protokol kesehatan.",0
GPP BAGUS PHYSICAL DISTANCING,1
"They said physical distancing, tapi datengnya kaya gerombolan semut mau dapetin gula.",0
"Maaf mas kalo gak physical distancing sma aja boong, kalo gak pake masker sma aja boong. Coba kalo ada yg bersin sampingnya ada org depannya ada org belakangnya ada org juga dan yg bersin gk pake masker kan sama aja kena virus, mau terbuka kyk apapun tetep sma aja.",0
"Pulang dinas malam, lewat D.I Panjaitan ngelihat cafe yg ada DJ nya itu bejibun orang, tanpa masker, tanpa physical distancing , Miris sebagai nakes liatnya.  Rasa pengen pake APD lengkap duduk ditengah2 situ.  gak ada yg pengen sosialisasi protokol covid gitu disono",0
lah kan lagi physical distancing,1
"Harusnya cabang pikiran-pikiran gue juga dikenakan physical distancing satu sama lain.

Biar gak saling deketan, biar gak overthinking.",-1
So majlis kahwin da tak payah physical distancing keww tiber rakyat malaysia pelupa kan,-1
Boleh. Tapi physical distancing ya...,1
Jangan. Corona. Physical distancing,1
"Reply 💫
Mencuci Tangan
Memakai Masker
Menjaga Jarak
#MutualMilenial
#programfolback",1
"Mimpi apa dapet pantun dari Yerin & SinB! Denger-denger GFRIEND bakal seru-seruan bareng kita di Shopee 99 Super Shopping Day TV Show! Hari Rabu 9 Sep, LIVE di Shopee Live, SCTV, RCTI, INDOSIAR, MNCTV pk. 19.00 WIB! Kira-kira kalian mau liat duo GFRIEND siapa? #ShopeeDuoinGFRIEND",-1
"Yeaaaayy, semangat Kaonyl~
Hati2, pake masker sama bawa alat2 kebersihan jangan lupa yaaa",1
jabar tertib karena masker nambah damage  https://twitter.com/tubirfess/status/1302831486106628096 …,1
"@Satpolpp_SKA min coba cek tempat rawan keramaian ky mall tempat makan, tempat nongkrong. Pada ga taat protokol kesehatan. Tadi baru dari Mie ayam pilist, waiternya g pakai masker, yang masak ga pakai jg, pengunjung jg bnyk yg g pakai",0
"Ayo pake masker untuk melindungi diriku,  dirimu dan kita semua...  https://www.instagram.com/p/CE09yUig-wX/?igshid=1j9juoqlwqdl4 …",1
YoonA selalu menggunakan masker wajah sebelum tidur. #yoona,-1
"Kapolsek Singkep Barat Bagikan Ratusan Masker Serta Berikan Himbauan Protokol Kesehatan Di Desa Bakong

Selengkapnya klik link di bawah ini

      👇👇👇
 http://linggaterkini.id/kapolsek-singkep-barat-bagikan-ratusan-masker-serta-berikanhimbauan-protokol-kesehatan-di-desa-bakong/ …",1
Saya menjual Masker Medis Disposa... seharga Rp190.000. Dapatkan di Shopee sekarang!  https://shopee.co.id/isazenstore666/5246840553 … #ShopeeID pic.twitter.com/oeREj9VZUV,-1
"Mangga tiasa naik ti alun-alun bandung, kang. Jangan lupa terapkan protokol kesehatan, seperti pakai masker dan sellu bawa hand sanitizer yak! ;)  https://twitter.com/Derryrahadian/status/1302875383360974848 …",1
Masker Ini Melindungi Kamu dan Orang Sekitarmu #DisiplinLakukan3M pic.twitter.com/4jtMRoufY3,1
"ada yaitu aku sendiri, i have none to minta jawaban krn akulah sumber jawaban hahahah

canda",-1
"Personil Bhabinkamtibmas polsek ps tuan melaksanakan DDS di wilkum polsek ps tuan menyampaikan pesan pesan kamtibmas dan menghimbau masyarakat untuk mematuhi prokol kesehatan
-Pakai masker
-Cuci tangan sebelum dan…  https://www.instagram.com/p/CE09u7gnGuT/?igshid=1mfmmdfox72u5 …",1
"Pencegahan Covid-19 #DisiplinLakukan3M

1. Cuci Tangan Pakai Sabun
2. Selalu Jaga Jarak
3. Selalu Pakai Masker
4. Bersihkan Alat Kerja  pic.twitter.com/BPrWb8E30c",1
LUPAA 😭😭😭 SUNBLOCK MUKA DOANG BODOHNYA KAN PAKE MASKER YAA EMANG AKUNYA AJA LUPA,-1
"ternyata, tidak semua masker dan face shield yang dijual di pasaran bisa berguna untuk melindungi diri dari tertular virus SARS-Cov-2.

 https://www.mainmain.id/r/8227/face-shield-tanpa-masker-masker-berkatup-tak-efektif-cegah-penularan-covid-19 …
#SARSCoV2 #CoronavirusPandemic #Corona #COVID19",1
Ga mau kalah sama paman... Ane di grab bisa sehari 5x selfie masker,-1
cantik g hrs mahal. Glacial Marine Mud/ masker lumpur info: 087812026394 #BMI,-1
Sopi hijablella nderr,-1
"Kalo boleh saran, untuk staycation pastikan hotelnya terapin protokol kesehatan yg baik. Opsi lain dengan liburan ke tempat terbuka yg gak banyak orang. Meminimalisasi interaksi dan tetap pakai masker dkk",1
"Ayo dulur ojo laki gawe masker
Maskermu menyelamatkanku, maskerku menyelamatkanmu

Jatim bermasker selamatkan kita semua, wajib lo rekkk ...

#DisiplinLakukan3M  pic.twitter.com/aZuYaNKFYF pic.twitter.com/SNiQiCmQF3",1
"Dirumah gabut kerjaan udah beres, ke tetangga yang lagi pada cat motor. 
Kenapa pake masker ya karna bau cat!  pic.twitter.com/7fOPS5DVsG",-1
Saya menjual Masker KN95 Dispos... seharga Rp2.000.000. Dapatkan di Shopee sekarang!  https://shopee.co.id/isazenstore666/4046843778 … #ShopeeID pic.twitter.com/CoaKxVtOm4,-1
Manggaaa @DALGUNAAA @whoopchoco @natnatohsehun @rose40446441 @elvianggraeni @myhth @kkukkujups @misterkrep @Wulanfitrihary1 https://twitter.com/dhefearless/status/1302875123045732353 …,-1
"Masker melindungi
#DisiplinLakukan3M",1
"Kalo beli2 di A**a/I**omart, udah mah ga ada satpam, pelayannya pun ga peduli konsumen mau pake masker atau nggak. Padahal udah ditulis gede2 ""pengunjung wajib pakai masker"" di pintu masuk. Mungkin mereka males ribut sama yg ngeyel. Mungkin mereka juga ga percaya dg pandemi ini.",0
"Pencegahan Covid-19 #DisiplinLakukan3M

1. Cuci Tangan Pakai Sabun
2. Selalu Jaga Jarak
3. Selalu Pakai Masker
4. Bersihkan Alat Kerja  pic.twitter.com/ETmZHcKSPs",1
"Udah pada jalan-jalan belom? Kalau aku sih udah.
Jangan lupa untuk pakai masker ya.. 🤗  pic.twitter.com/HXBJZRrA47",1
"Nemenin kakak takziah ke daerah utara Bekasi. Trus kok bingung, ini orang-orang kenapa pada nggak pake masker. Nyante bgt ngerokok disana sini.",0
"Wali Kota Surabaya Tri Rismaharini tidak lelah melakukan razia protokol kesehatan setiap minggu. Kali ini Risma mengingatkan para warganya yang ada di Taman Bungkul untuk memakai masker dan segera pulang karena sudah malam hari. ⠀
⠀
#risma #trirismaharini #walkotsby #surabaya pic.twitter.com/gsDRzxtEQI",0
"#DisiplinLakukan3M ADAPTASI KEBIASAAN BARU, DENGAN TERAPKAN 3M
Selalu Gunakan Masker  https://www.instagram.com/p/CE09nNxjmOQ/?igshid=1hw06n5k2b8gk …",1
"Follow  👇
@2ribu4J
@Jitelu03
@Jifatiga07
@PancAsthaJi

RT ❤ Rep 
Mencuci Tangan 
Memakai Masker 
Menjaga Jarak 
#MutualMilenial
#programfolback",1
"Ayo Pakai Masker
Disiplin Protokol Kesehatan
#PolresKubuRayaBersinar pic.twitter.com/laxBiPArYL",1
"Jual Masker Spirulina Herbal di Sukabumi, WA: 085710299177 - LINE: TQH3001H #MaskerSpirulinaHerbal",-1
"Dear ciwi2
Kalian ada yg pernah pake ini tydak??bagus gk sih buat ngilangin jerawat🙃🙃pen bli tapi labil🙄
Ato gk kalian punya recommended masker yg sabi ngilangin jerawat??siapa tau aje gw minat💃💃  pic.twitter.com/9ordifGVEv",-1
"#Repost @polsek-Herlang
• • • • • •
#Repost @polseksegeri
• • • • • •
Terapkan 3M . Mencuci Yangan, Memakai Masker, Menjaga Jarak. #DisiplinLakukan3M pic.twitter.com/6xwhHICTp3",1
"Tapi tetap pake masker, jaga jarak dan rajin cuci tangan ya kaaaakkkk 😀",1
"#DisiplinLakukan3M Ayo Pakai Masker!
Maskerku Menyelamatkanmu,
Maskermu Menyelamatkanku  https://www.instagram.com/p/CE09jYxjAoC/?igshid=1nn60apmrdb9a …",1
"(7/9) Giat Tib Gangguan Tibum Tranmas dlm rangka Pencegahan Covid-19 di Kab. Semarang & Boyolali

Jml pelanggar :
Kab. Semarang 16 org
Kab Boyolali 15 org

AYO PATUHI PROTOKOL KESEHATAN
Selalu Gunakan Masker
@ganjarpranowo @TajYasinMZ @BudiyantoEp @dinkesjateng
#JatengGayeng pic.twitter.com/RfAK25ll0l",0
"Personil POLRESTA BANDARA      SOEKARNO-HATTA melaksanakan Himbauan kepada Pengguna Jasa Bandara Soetta agar selalu mematuhi PROTOKOL KESEHATAN 3M (Memakai Masker, Menjaga Jarak, Mencuci Tangan) Guna Untuk mencegah penularan PANDEMI COVID 19

#kombespoladiferdiansaputra pic.twitter.com/BSnSIns6Hh",1
"Polri tak henti henti berikan sosialisasi dan edukasi implementasi inpres no.6 tahun 2020.
Masker Ini Melindungi Kamu dan Orang Sekitarmu

#DisiplinLakukan3M https://twitter.com/HumasPoldaJatim/status/1302809458666385408 …",1
"Terapkan3M

Mencuci Tangan
Memakai Masker
Menjaga Jarak
#MutualMilenial
#programfolback",1
Beli masker N95 dari yang paling murah sampe paling mahal. Dan emang yang mahal beda kualitas nya😂  pic.twitter.com/uZafaONj0W,-1
"Hiks. Jaga kesehatan lo juga Galea, jangan lupa pake masker!  https://twitter.com/gaIeanaa/status/1302662643929346048 …",1
"#DisiplinLakukan3M Kamu Pahlawan Masa Depan,
Jadikan Masker sebagai Gaya Hidupmu  https://www.instagram.com/p/CE09gAQDOVm/?igshid=1t90nlypplvxg …",1
Masker banyaaak bgt,-1
"WOW! Ternyata Yuju & Umji bisa pantun! Denger-denger GFRIEND bakal seru-seruan bareng kita loh di Shopee 99 Super Shopping Day TV Show Hari Rabu 9 Sep, LIVE di Shopee Live, SCTV, RCTI, INDOSIAR, MNCTV pk. 19.00 WIB! Kira-kira kalian mau liat duo GFRIEND siapa? #ShopeeDuoinGFRIEND",-1
"Baca ceritanya, Ya Allah😭😭
Dan masih ada aja orang yang ga percaya covid19 itu ada

Masih ada aja orang yang masih bebas kesana kemari ga pake masker

Masih byk yg sk nongkrong

Mirisss😥  https://twitter.com/edralynnn/status/1302630236987686912 …",0
"Ayo pakai masker
"" Menjaga lebih baik daripada mengobati…  https://www.instagram.com/p/CE09ewXnG5m/?igshid=6g2ssx5rpfm4 …",1
"Polri tak henti henti berikan sosialisasi dan edukasi implementasi inpres no.6 tahun 2020.
Masker Ini Melindungi Kamu dan Orang Sekitarmu

#DisiplinLakukan3M pic.twitter.com/vB9DeKEZM7",1
"Aturan Wajib Memakai Masker #KlikRMOL #semarang
 https://www.rmoljateng.com/foto/2020/09/07/30137/Aturan-Wajib-Memakai-Masker- …",1
Anjing kelar baca volume 1 baru nyadar kalo 21+ 💀 pic.twitter.com/VylqNXrNL9,-1
"Pencegahan Covid-19 #DisiplinLakukan3M

1. Cuci Tangan Pakai Sabun
2. Selalu Jaga Jarak
3. Selalu Pakai Masker
4. Bersihkan Alat Kerja  pic.twitter.com/lgCwcgjeLO",1
"Ready Stock‼️‼️
1pck = 50 pcs
💰 50K ONLY

Cus langsung di order 😉
📥 DM aja

#masker
#dirumahaja
#onlineshopping pic.twitter.com/4kS3r2F4dq",-1
"Apa bener bulan safar kita ngk boleh bikin maksud? 
Misal mau sunatan anak, atau acara nikahan dll... 
Trs akibat nya apa kalau dilanggar. 
Masukannya ya, berhubung saya ada niat khitanin mantan.",-1
"Mari kitorang samua #memakaimasker saat keluar dari rumah, karena dengan memakai #masker kita sudah melindunggi orang2 yang berada disekitar kita.
.
@irsmm_id
@humaspoldapapuabarat 
@polda_papua_barat 
@polantasid
#memakaimasker
#menjagajarak
#mencucitanggan pic.twitter.com/FTRSTDuHSJ",1
"Saat lagi ngumpul sambil nunggu orang tiba2 ada yg nawarin dagangannya ""ibu ibu peseran atuh dagangan abdi"" terus diantara kita ada yg buka masker dan dia bilang ""eh ieu mh aranom keneh gening sanes ibu ibu"" hahaha",-1
"Mencuci Tangan 
Memakai Masker 
Menjaga Jarak 
#MutualMilenial
#programfolback",1
"Data yg kena covid ditutupi, pesta nikah terbuka hanya modal masker tanpa jaga jarak, pendaftaran pilkada ngundang massa banyak",0
6 Cara Membuang Masker Bekas Pakai yang Benar  https://sekolahnews.com/6-cara-membuang-masker-bekas-pakai-yang-benar/ …,-1
Himbauan kepada masyarakat untuk selalu menggunakan masker dan menjaga diri serta keluarga dari Virus…  https://www.instagram.com/p/CE09W2XHYp8/?igshid=shpwmh4ue2wh …,1
"yg ptg pakai masker jd ketutupan, eh skrg jd pk masker trs:(",1
